Review,Rating,App Name,Sentiment
nice,5,Ola Driver,Positive
plz update server driver app is hanging update Sir,1,Ola Driver,Negative
good 👍 po,5,Uber Driver,Positive
लोकेशन क्लियर नहीं बताता है,1,Rapido Captain,Negative
high commission driver,1,Ola Driver,Negative
👍👍👍,5,Uber Driver,Positive
ओला उबर से भी घटिया रेट कार्ड बना दिया इसने एसकी बाईक की हेसीहत थी कार लाइन फ्री मे आया हे हमारा धंधा खराब करणे कस्टमर केर उससे भी घटिया हे राईड कस्टमर कॅन्सल करे तो भी कॅप्टन का रेटिंग खराब करते हे 36km rs450 टट्रॅफिक चार्ज तो देते भी नहीं और कॅन्सलेशन चार्ज नहीं देते और rapido के costomer इतना नाटक करते हे न बस 250 price मे 20km और AC on करो fast येसा बोलते हे,1,Rapido Captain,Negative
recent case out,4,Uber Driver,Positive
map has gone worse. Wait time dosent start since update.,1,Uber Driver,Negative
bad experience froud company,1,Ola Driver,Negative
"very very cheap fares for cab service you are doing worse in the market for driving life It is very bad after you came to the market my personal experience was the worst, drivers not serving in this price card you are make very cheap champar with many time auto price is higher then cab stop rapido cab service I'm asking a driver I'm uninstall your app I'll make movement against your fares you people are just playing game with drivers life ....",1,Rapido Captain,Negative
bad app,1,Ola Driver,Negative
bahut bekar app he odar nahi milta he jaldi jaldi bkvass app,1,Ola Driver,Negative
non AC hatao,1,Ola Driver,Negative
very nice,5,Uber Driver,Positive
"10 per/km , fake commitments given by you people. fake promises, still giving 8 rpes per km. (for 15 kms giving only 120 we take 150to160 atleast 10 per km required idiots. rapido and porter is better more better than uber.",1,Uber Driver,Negative
bhai log laptop mat chalao Paisa bahut kam de raha hai aise company ke khilaf complaint karna chahie pahle lalach dete Hain FIR aadami ka Gala katate Hain,1,Rapido Captain,Negative
this is fake don't use bike Taxi and Rapido app not safe journey,1,Rapido Captain,Negative
"should increase rapido captain price it so too low earning here auto fair is high so no- problem if you increase the fair to clients .in vizianagaram no other riders app available here, hope you understand and implement it increase minimum price is 25",5,Rapido Captain,Positive
nice,5,Rapido Captain,Positive
The update of this app is very bad. This app has many technical errors.,1,Ola Driver,Negative
five star,5,Rapido Captain,Positive
worst airport New feature ever prime plus,1,Ola Driver,Negative
customer care service poor bad aap not good not use time west aap,1,Ola Driver,Negative
Third class uber,1,Uber Driver,Negative
"So far I've done hundreds of deliveries, not only is this app finicky it also harasses you and steals your money. The tips should not be calculated into the base pay because they're subject to change an HOUR after delivery. Nearly every single person cancels the tip afterwards. I've changed my review to say the spam deliverys while I'm trying to find the customer are asssas. Overall I would suggest using instacart.",1,Uber Driver,Negative
"First of all it doesn't deserve 1 star. It's nonsense that you haven't used it yet. I have been using it since last 7 years but have been trying to call customer care for more than 200 times but still it is not working. since last 3 days, money has been deducted from my wallet 2 times saying that from customer i collected payment 2 times .whereas till date i has not taken even 1 rupee extra from anyone. not recommended at all.And today, the same thing happened again and again. fare-0trip-0,sup-0",1,Uber Driver,Negative
occasional errors unclear directions customer support needs work,4,Uber Driver,Positive
very good,5,Rapido Captain,Positive
very baad uber bhaggar,1,Uber Driver,Negative
nice 1,5,Ola Driver,Positive
"rate low , booking accept nahi hoti",1,Ola Driver,Negative
today was my first day and I paid my water bill so my water doesnt get turned off thank you Uber Eats. It helps me be there for my kids and I wont be fired or stressed about not finding a babysitter for my baby. very easy to navigate the app.,5,Uber Driver,Positive
it's froud company,1,Rapido Captain,Negative
low Earnings Very Low Rate,1,Rapido Captain,Negative
good 👍👍👍👍👍👍,5,Ola Driver,Positive
nice app,5,Ola Driver,Positive
thank you,4,Uber Driver,Positive
worst app....worst management....they wont activate your account...always showing in progress....kabhi nhi iss app ko,1,Rapido Captain,Negative
"**“I’m extremely disappointed with Rapido. The incentives you are giving right now are absolutely unacceptable. Riders risk their lives daily, spend hours on the road, burn fuel, handle customers — and in return Rapido gives the lowest possible payout. This is pure exploitation. I’m seriously questioning whether Rapido even respects its riders. If this is how you treat the people who keep your platform running, then it’s a shame.",1,Rapido Captain,Negative
Good experience,1,Uber Driver,Negative
good,5,Ola Driver,Positive
low price,1,Rapido Captain,Negative
uber is best,5,Uber Driver,Positive
good,5,Uber Driver,Positive
repido captain higtlows rate,1,Rapido Captain,Negative
good,5,Ola Driver,Positive
"still doc under verification,third class service from rapido ,no response, I am raising ticket and they r closing the ticket without solution,saying we will resolve in 24 hours but 4 days over 96 hours no response, not able to connect to customer care also worst ever service seen",1,Rapido Captain,Negative
wrost service,1,Ola Driver,Negative
very bad company,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
"UI problem When we open the app, every time it will show Rapido ads which are very annoying and it will direct to you tube which is not necessary. There is no settings tab to captain to silence the sound or choose vibrate mode or change annoying ring tone for the orders. Improve your UI. After one month of usage they don't require training again and again. IMPROVE UI and show your talent.",2,Rapido Captain,Negative
nice,5,Ola Driver,Positive
"Not only is this app great way to earn Income, but also provides a sense of freedom that few others compare",2,Uber Driver,Negative
good app he ubar,5,Uber Driver,Positive
check new indrive new location and customer information interface when we pick a Ride please we hope uber also work on it its so easy to use,4,Uber Driver,Positive
it's too good an application ☺️,5,Rapido Captain,Positive
very bad service,1,Ola Driver,Negative
worst app,1,Uber Driver,Negative
thank you uber driver,5,Uber Driver,Positive
ok,5,Rapido Captain,Positive
bad app and bad customer care,1,Rapido Captain,Negative
Good,5,Uber Driver,Positive
Good,5,Uber Driver,Positive
frad app stupid and very kerles,1,Rapido Captain,Negative
super this app,5,Uber Driver,Positive
ok,2,Rapido Captain,Negative
good platform earning money,5,Ola Driver,Positive
"I use to be able to go online at anytime to deliver food. Now Uber is imitating Doordash and making hard for me to go online, because I am below Gold status.",1,Uber Driver,Negative
nice,5,Rapido Captain,Positive
nice,5,Uber Driver,Positive
good,5,Uber Driver,Positive
kamae ka sunahara mauka,5,Ola Driver,Positive
"I intially rated five stars, but have now reduced my rating to one star. 1) Uber promotes texting and driving. Support refused to provide assistance via phone even while I was driving. When I stopped to communicate via chat, my order was unassigned due to ""inactivity."" 2) Your cancelation stats will be affected by factors that are beyond your control (restaurant closed, app glitches, etc) 3) Support does not care AT ALL about whatever concerns you raise to them.",1,Uber Driver,Negative
good,5,Rapido Captain,Positive
problem this is accepting booking touch the green show accept raide touch no accepting booking other driver and costumer cancel show thaire app on show raighting app.who is problem reason what.,4,Ola Driver,Positive
"as a rapido cab driver, I suggest you to all avoid rapido to joining because they are making fools and fraud with cab drivers when they launch rapido in india they are promising given 30 rupee per km, but unfortunately they are failed now day's given 9.50rs per km so it's mean go to hell with Promisess, so please don't join rapido car taxi.",1,Rapido Captain,Negative
good,5,Uber Driver,Positive
super app,5,Uber Driver,Positive
low earning,1,Rapido Captain,Negative
very Good 👍🏻,5,Ola Driver,Positive
"There is a scam happening in the Rapido Captain app. I am not getting genuine rides anymore — only scam callers are contacting me. Scammers are making fake bookings, and it’s not just me — every Rapido driver is receiving these fake bookings. I have proof of this. My request is that this issue should be solved as soon as possible, otherwise someone’s money might get stolen unnecessarily. If anyone from the Rapido Captain help office sees this message, please contact me urgently.",1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
lowest price,1,Uber Driver,Negative
"I have been working in Rapido for a long time and suddenly my Rapido app has stopped working, neither am I able to login nor am I able to work, how did you do this",1,Rapido Captain,Negative
still i dint get my money when i will get my Amount 1week is over still i didn't receive my money there is no withdrawal option and there is no one customer care option,1,Ola Driver,Negative
"I created an ID in Uber for the first time and due to photo issue, showing ID deactivated. I also appealed on 30/11/2025 but their customer care is not giving any response. worst application and customer support",1,Uber Driver,Negative
nice,5,Rapido Captain,Positive
worst,1,Rapido Captain,Negative
seriously is worst app no help no customer care,5,Ola Driver,Positive
I went to get the whole package yesterday. I reached the drop location but the customer did not get the OTP. I talked to him and got his number. It has been 4 days now my app show plz delivory parsal costomer care not supported me,1,Ola Driver,Negative
best,5,Uber Driver,Positive
very good,5,Uber Driver,Positive
"driver k sath dhokha krti h ye company jis rate me tempu nhi jata wha jaye driver ki sedan car ola k chkkar m kya kr rkha h sir market ka khud customer bolne lge h ki tempu ka rate jyada show kr rha tha to cab kr li , to tumhre jab c thodi na jana h pesa jisko service chiye wo pesa dega . pr tum to 7 rs km me chalna h sedan with ac .btao is haal c to India me ola company hoti thi ese khne wale h log thode time baad olawalo sudhar jao kayde me rho to abhi fayde me rhege agar driver gya to ola bnd",1,Ola Driver,Negative
"what is the criteria for subscription plans I don't see it , how many rides or how many days I need to wait to see it.please explain criteria to be fulfilled to see subscription plan in account?",1,Rapido Captain,Negative
bad customer care service. and also your service . I already sent email but no response. they took 300 fine from me.. for the wrong reason. 2 days continuesly informed customer care but no response. and also don't join bike taxi....bangalore full problems with auto drivers.,1,Rapido Captain,Negative
total bad rapido mein bahut hi bad experience Raha yah right per Kuchh aur price dikhata hai aur jab like complete Ho Jaati Hai To Uske bad Kuchh aur dikhata hai bilkul bekar Koi sunvaee Nahin Hai Har chij Ke Liye proof do proof dene ke bad Bhi Koi solution Nahin Aata totally bad experience,1,Rapido Captain,Negative
aap good,5,Ola Driver,Positive
"I am not happy in the paper.In the seventy two hours , I am booking in the twenty four , but after in the seventy-two hours not good",1,Uber Driver,Negative
"I love driving for Uber Eats, and while not perfect, the app helps make it easy. One bug is that sometimes rejecting a new trip request will cause the app to crash. The request box freezes on the screen and can't be closed. The only thing you can do is restart the phone, which is not good when you're in the middle of a job. L Also, occasionally navigation doesn't work properly: the route isn't shown on the map, and no voice prompts for turns etc.",5,Uber Driver,Positive
not happy,1,Ola Driver,Negative
Excellent service,5,Uber Driver,Positive
options shows cash payment but most of the customer pay online,1,Uber Driver,Negative
Nice Experience With Part Time Income,5,Rapido Captain,Positive
very bad app,1,Rapido Captain,Negative
rides not recieving,1,Ola Driver,Negative
very very nice 👍👍💐👌🌟💖,5,Uber Driver,Positive
@ola,1,Ola Driver,Negative
don't drive with ola rapido and namma yatri is best in Chennai people won't trust ola cabs now a days don't have enough bookings but rapido and namma yatri offer back to back bookings in Chennai,1,Ola Driver,Negative
ok,5,Uber Driver,Positive
good apps,5,Ola Driver,Positive
"worst customer service, some one is working as a Rapido caption using my Driving license and highlighting this from past weeks and sending mail from past 4days but still there is no response",1,Rapido Captain,Negative
nice,5,Rapido Captain,Positive
very bad very harmful,1,Rapido Captain,Negative
Good,5,Ola Driver,Positive
please help to 0 commission subscription apply,5,Rapido Captain,Positive
"​""I am very disappointed with the current cancellation policy. Even when a customer cancels the ride, the impact falls on the Rider/Captain's rating. Many customers book multiple apps (Ola, Uber, Rapido) at the same time and board whichever arrives first, canceling the rest. ​It is completely unfair that the company penalizes our ratings for a decision made by the customer. The system should be able to distinguish between a rider's fault and a customer's cancellation.",1,Rapido Captain,Negative
नालायक कस्टमर खुद्द राईड केनसल करताहे ओर रेपीडो हमारी आडी बंद करता हे,1,Rapido Captain,Negative
Super app 🙂😄,5,Ola Driver,Positive
good,5,Rapido Captain,Positive
froud 420 app rapido is worst any gais 🚫 👎 ❌ use this application,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
waste app,1,Ola Driver,Negative
good,5,Uber Driver,Positive
like,5,Ola Driver,Positive
very nice app,5,Ola Driver,Positive
God app,5,Ola Driver,Positive
worst app very very low price all bookings,1,Rapido Captain,Negative
rapido captain very bad application,1,Rapido Captain,Negative
is app me clich bahut aate hai,1,Ola Driver,Negative
wow,5,Uber Driver,Positive
ola app some problem,1,Ola Driver,Negative
make happy,5,Rapido Captain,Positive
❤️❤️❤️,5,Uber Driver,Positive
Jab document submit nahi Kiya pichhe pad gaye the ab jab submit kar diya to verify nahi ho pa Raha,1,Rapido Captain,Negative
bahut buri company hai fake hai,1,Rapido Captain,Negative
phone khrab ho raha hai yeh app se,1,Rapido Captain,Negative
"worst ola ,As a cab driver ola won't talk to his partners(drivers). just investing our money and act like Slaves",1,Ola Driver,Negative
The most bad app in 5he world!👎,1,Uber Driver,Negative
Not Good,1,Uber Driver,Negative
fraud ❌❌❌❌❌ app hai ye driver logo ka paisa khata hai bina bajah account minus karta hai mat use bhaiyon.,1,Ola Driver,Negative
👍,5,Rapido Captain,Positive
great aaap..no partiality... driver's kee liyee sahii income..sahii..fare deteee hai...sahii distance pee sahii fare...id block kaa koi khatraaa..nahii,5,Ola Driver,Positive
Good,5,Uber Driver,Positive
man mani karta h bahut kam rate main gadi ka nuksaan kar rahe h,2,Ola Driver,Negative
good service,5,Rapido Captain,Positive
super,5,Ola Driver,Positive
lower rate / show display after complete ride decarios rate. so I am not happy ola aap,1,Ola Driver,Negative
super,5,Rapido Captain,Positive
good professional application,5,Uber Driver,Positive
it's not working in my phone please tell me,1,Uber Driver,Negative
good,5,Ola Driver,Positive
uber...highly recommend....my one of best company...,5,Uber Driver,Positive
👍👍👍👍,2,Rapido Captain,Negative
very bad pickup Long amount low ubber best km 10 rs,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
❤️❤️,5,Rapido Captain,Positive
bhut commission hai,1,Rapido Captain,Negative
"a subpar experience using this application the gps portion is off by miles at times, overall 1/100th a star rating!, there is no clear driver support by no means at all.",1,Uber Driver,Negative
Acha,1,Rapido Captain,Negative
very very nice,5,Rapido Captain,Positive
new update very bad 😞,1,Ola Driver,Negative
very good,5,Ola Driver,Positive
बहुत ही गंद ऐप्स है डाइबर के लिए डाइबिग के लिए ऐसे एप को प्ले स्टोर से बैन कर देना चाहिए,1,Ola Driver,Negative
good,4,Rapido Captain,Positive
bad,2,Ola Driver,Negative
"Everyone, turn off unstoll your apps. You had to turn on AC and non-AC in the cold only for your customers. You guys can sell yourself",2,Ola Driver,Negative
good app bhut hi accha ola,5,Ola Driver,Positive
excellent,5,Ola Driver,Positive
fraud company don't have rider support for food delivery,1,Rapido Captain,Negative
very good 😊,5,Uber Driver,Positive
Irritating how much they fiddle with app and make meaningless changes.,1,Uber Driver,Negative
40+ kms in 500 rupees🤌 welcome to sucking blood of the grassroot people who are running the country!,1,Ola Driver,Negative
Super,5,Rapido Captain,Positive
"I am an Ola Partner. Today at around 7:30 PM, I accepted an order and travelled around 4 kilometres to reach the restaurant. When I arrived, the lady attending at the counter told me to wait as the order was still being prepared. I waited for 15 minutes, and then I called customer care. They told me that they were checking the order status and needed to talk to the restaurant ownership. After that, the call got disconnected. When I tried calling again after some time, they informed me that the",1,Ola Driver,Negative
very bad,1,Rapido Captain,Negative
Good,5,Uber Driver,Positive
ஒரு ஸ்டார் கொடுக்குறதுக்கு கூட லாயக்கில்லாத ஒரு ஆப்,1,Ola Driver,Negative
sir customer ride book karta hai bech ma toll coss kar ka pickup ka liya jata hai customer cancel kar deta hai refund 15 ka aata hai 125 toll ka hum jeb sa dega apka helpline vala bolta hai esa hi hota hai bhut bekar app hai very bad experience,1,Rapido Captain,Negative
my app not updated plzz reply sir,5,Rapido Captain,Positive
Uber support has no idea what they are doing.,1,Uber Driver,Negative
good,5,Rapido Captain,Positive
good for exalant,5,Ola Driver,Positive
ok,5,Ola Driver,Positive
ok,5,Uber Driver,Positive
good,5,Ola Driver,Positive
Many times I have purchased ola pass and it shows plan activated. but plan not working and I am not able to accept bookings instantly. stil I have to wait for 6 seconds as like before.. then what's the use of purchasing ola pass ?,2,Ola Driver,Negative
👌👌👌👌👌,5,Uber Driver,Positive
very bad app for driver partners,1,Uber Driver,Negative
"very bad customer support, No contact person available,No response. very bad experience on uber angry 😡😡😡",5,Uber Driver,Positive
very very nice,5,Uber Driver,Positive
more gps issue.,1,Uber Driver,Negative
ola driver application is very cheating.. fraud application,1,Ola Driver,Negative
"I’m grateful for the opportunity to work with Uber. The app is well-designed, the experience has been smooth, and it has helped me improve my earnings. Thank you for providing such a reliable platform.",5,Uber Driver,Positive
I recently had my identity stolen through this app and was treated sub human literally being hung up on. Or talked to like a dog. You can't get anywhere with anyone. They just close the issue out or hang up. They don't do anything or probably even know what to do if there is anything. I wouldn't want anyone to go through this bs.,1,Uber Driver,Negative
app is not working,1,Ola Driver,Negative
mast,5,Ola Driver,Positive
Bad,1,Uber Driver,Negative
good 👍,5,Uber Driver,Positive
good,5,Uber Driver,Positive
good,5,Ola Driver,Positive
super,5,Rapido Captain,Positive
Ola booking nhi aare kyu aisa har koi rapidio use aisa kyu kuch kro ola wali bookings aaye jise,5,Ola Driver,Positive
ಈ ಆಪ್ ಅಲ್ಲಿ ಯಾರು ಡ್ಯೂಟಿ ಮಾಡಬೇಡಿ ಏಕೆಂದರೆ ಕರೆಕ್ಟ್ ಆದ ಹಣವನ್ನು ಕೊಡುವುದಿಲ್ಲ ಮತ್ತು ಕಸ್ಟಮರ್ ಕೇರ್ ಗೆ ಕಾಲ್ ಸಪೋರ್ಟ್ ಆಗೋದಿಲ್ಲ,1,Ola Driver,Negative
driveron ke sath bahut galat ho raha hai,1,Rapido Captain,Negative
super hero ola bar deta hai mera jola,5,Ola Driver,Positive
"i had experienced worst waiting at airport pickup point, one uber XL ride takes approximately 14hrs to pick up and there is new update in hyderabad airport is that direct uber XL order is not coming to riders they were waiting in a long queue",1,Uber Driver,Negative
long waiting,1,Rapido Captain,Negative
bahut hi bekar management hai sabse bekar kam hai iska ride except nahin hota Hai accepting system bahut bekar hai kabhi kabhi ride accept karne se pahle kuchh aur payment rahata hai aur and karne ke bad kuchh aur payment ho jata hai matlab pahle jyada dikhta Hai FIR bad mein kam ho jata hai bahut hi ganda issue hai,1,Ola Driver,Negative
good 😊,5,Rapido Captain,Positive
very very bad,1,Ola Driver,Negative
good service this app.,5,Rapido Captain,Positive
bad,1,Ola Driver,Negative
now best platform for earning ola bus uski sari uthao gys aur rapido ignore maro,1,Rapido Captain,Negative
customer care support was disgusting. kbhi bat nhi sunte call cut kr dete h . ola why you giving salary to ola support care persons,1,Ola Driver,Negative
ola is the one of best driver care app since coming uber in india market he brock of driver's and vehicle owner's bone and very very high commission directly and indirectly from both side driver's and owners please avoid using uber,5,Ola Driver,Positive
nice,5,Uber Driver,Positive
superb,5,Uber Driver,Positive
very bad Koi fayada nahi,1,Uber Driver,Negative
new app update please,1,Ola Driver,Negative
good AAP,5,Ola Driver,Positive
వరెస్ట్,1,Rapido Captain,Negative
"Payouts are not worth accepting, don't waste your time or energy with this company. There's too many others to work with that pay better.",1,Uber Driver,Negative
ride kam milati hai,5,Uber Driver,Positive
Ola blocks the driver's ID without listening to him and deducts money from the driver's ID without any reason. This is also a fraudulent application.,1,Ola Driver,Negative
Nice,5,Rapido Captain,Positive
"worst delivery app ever, there is no customer support waste of time ,absolutely disappointing and worst",1,Ola Driver,Negative
I'm using the app for quite a long time but now I reset my phone but now the app doesn't login my account it say try again some time saying repeatly i didn't login i restart my phone many times but my account doesn't login i need to resolve but I raised to ticket in customer service there is no response what I need to do customer service is worst there is no response from the side of you clear my problem then only I can change my star rating otherwise it will remain 1star,1,Rapido Captain,Negative
West app,1,Ola Driver,Negative
good fare and best app and ola team,5,Ola Driver,Positive
very easy to use,5,Uber Driver,Positive
subscription plans not visible in app,1,Rapido Captain,Negative
base pay is extremely low. and app sometimes does not respond to button taps,2,Uber Driver,Negative
good 👍 work,5,Ola Driver,Positive
It's ridiculous compared to others.,1,Rapido Captain,Negative
2 rupees charge is unfair,1,Uber Driver,Negative
not getting any ride booking please help,1,Ola Driver,Negative
good,5,Uber Driver,Positive
very worst app,1,Ola Driver,Negative
osm,5,Uber Driver,Positive
gooD,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
not good ola driver,1,Ola Driver,Negative
ok,5,Uber Driver,Positive
good,5,Rapido Captain,Positive
accept button mein badlav Karen aur grahak car rating dikhayen,1,Ola Driver,Negative
good,5,Ola Driver,Positive
hi my rapido captain app is showing some went wrong for completing ride and now it's not working showing same issue can you help me to fix the problem and now I am unable to login,5,Rapido Captain,Positive
I was driving for Uber for like 5 years and it sucks they charge the Ryder $18 for a ride that you'll get $4.50 they send you on these 30-minute rides for like $12. Also if I take someone to N.Y. I won't get work until I get back to N.J. because N.J. drivers can't work in N.Y. but N.Y. drivers can also if You complain about the Riders nothing happens they make a false complaint about you you'll get discharged be very careful with this place they are very misleading,1,Uber Driver,Negative
good 👍,5,Uber Driver,Positive
very good,5,Ola Driver,Positive
wrost app ola,1,Ola Driver,Negative
Good app,5,Rapido Captain,Positive
bad,1,Rapido Captain,Negative
12 hour daily earning in surat zone 800 rs 🤡🤡🤡🤡🤡,1,Rapido Captain,Negative
not driver service available not responsible & series service documents upload hone ke bad bhi duty on nahi hoti hai or property services bhi nahi hai 72 house hone ke bad bhi on duty nahi ho raha hai suscribshion vest ho raha hai 3 day se problem pe solution nahi dete ola wale ghatiya service hai,1,Ola Driver,Negative
I want to know the significance of the chat option in the app. I want understand why I risk losing my account if I share or a customer shares details with me in the app. isn't it for sharing info's??,4,Uber Driver,Positive
very bad it's not a mind of our partners problems,1,Rapido Captain,Negative
West of time ola not responding,1,Ola Driver,Negative
app stuck,1,Rapido Captain,Negative
Update from mid December so bad,1,Uber Driver,Negative
uber is froud my id is heckd uber is chor,1,Uber Driver,Negative
app login issue,1,Rapido Captain,Negative
good 👍 ola driver app,5,Ola Driver,Positive
what happened to your app it's not opening everything goes error,1,Rapido Captain,Negative
self employment is for job less persons so bike taxi is the option,5,Rapido Captain,Positive
World ka ghatiya app ઘટીયા એફ એ સબસે થર્ડ ક્લાસ માયનસ ઝીરો રેટિંગ સે ભી કોઈ જ્યાદા નહિ હૈ નહીં તો દેતા ઇસ બ્રોકર કો સીએનજી કા ભાવ પતા નહિ હૈ,1,Uber Driver,Negative
"today I didn't get any orders after opening the app and didn't get off, after that uninstalled, again re installed didn't get OTP , and around 3 hrs time wasted, and in between order sound is coming after taking the ride also,",1,Rapido Captain,Negative
bad,2,Ola Driver,Negative
very good 👍,5,Uber Driver,Positive
ఒకప్పుడు వాలా బాగుండేది.. ఇప్పుడు దరిద్రంగా తయారైంది ఓలా దరిద్రం అంటే దరిద్రం పరమ దరిద్రం.. రైట్స్ ఆమోదం ఇస్తుంటే రావడం లేదు. 🤣😡🤔😡😡😡😡🤔,1,Ola Driver,Negative
super,5,Rapido Captain,Positive
good,4,Uber Driver,Positive
Very bad service,1,Uber Driver,Negative
worst service ever seen in my life,1,Uber Driver,Negative
ok,5,Rapido Captain,Positive
Best,5,Rapido Captain,Positive
mana ola ka pass liya but ussa koi be change nhi ride nhi aa rhi ride jo aa rhi ha pick nhi ho rhi waste of money pass,1,Ola Driver,Negative
sound system sucks.dont even notify if the app is running in the background.,1,Uber Driver,Negative
very nice,5,Uber Driver,Positive
"rude location not perfect, many customers are canceling the rides",2,Ola Driver,Negative
nice,5,Rapido Captain,Positive
super uber,5,Uber Driver,Positive
great 👍,5,Uber Driver,Positive
good service,5,Ola Driver,Positive
App telling my DL expired while it's valid till 2036,1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
thank,5,Rapido Captain,Positive
good,5,Ola Driver,Positive
accepting passenger booking is the worst . not even a single order is accepting. do not download. try other apps for auto rickshaw 🛺,1,Ola Driver,Negative
good,5,Rapido Captain,Positive
Work fine,5,Ola Driver,Positive
"Intentionally distracting, obfuscating order details, god awful support that may be impossible to reach while on delivery, rug pulling policy changes, spamming in effect with orders that shouldn't have been allowed to be placed, if cancelling an order at the request of the customer your ratings are affected negatively...",1,Uber Driver,Negative
good,5,Rapido Captain,Positive
bina batai uber account band kar deti hai kisi or mobile me login Kia or block kar diya mobile tut jai to kisi or mobile me login nahi kare,1,Uber Driver,Negative
420 app யாருக்கும் யாரும் அடிமை இல்லடா,1,Uber Driver,Negative
he are without confirmation discussion in block my account and I have best rider in uber group and I have complain but he was updated resolve but not resolve yet,1,Uber Driver,Negative
good,5,Rapido Captain,Positive
nice,5,Rapido Captain,Positive
The support team is worse they don't support properly same food has been assigned to 4 members. when we call it will not connect support . They are saying to call Magicpin but they don't call back for 3 hrs . Later rapido technical support team are suspended my account for not delivered why they do such rubbish thing I don't understand The issue is with support team but they suspended my account for 48 hrs,1,Rapido Captain,Negative
continue application issue,1,Rapido Captain,Negative
The commission is very good for the customer but very bad for the driver; they give a low share in terms of earnings.,1,Uber Driver,Negative
very good 👍,5,Rapido Captain,Positive
worst app no customer service,1,Ola Driver,Negative
guys don't do rapido traffic police is doing fine and seize bike so it's req don't do rapido,1,Rapido Captain,Negative
app problem,1,Ola Driver,Negative
can you just improve fare on ride like 1 km atleast 15 rupess?,1,Rapido Captain,Negative
My phone number is not verified due to many days i didn't open.,1,Rapido Captain,Negative
airport pickup se bahut hi low price rehta he aur wait bhi bahut krna padta he 4-5 ghante me ride milti he mene airport t3 se pickup kiya greater Noida ke liye aur 63 km gadi chali uska fare mujhe 728 rs toll laga kr mila jisme mene airport pr 5 ghante wait kiya koi bhi bhai airport se pickup na kre,1,Rapido Captain,Negative
very useful apps,5,Rapido Captain,Positive
the best app ever to earn 🙌.....,4,Uber Driver,Positive
nice,5,Ola Driver,Positive
payment is delaye bank account update ka app me options nahi chor kampny hai ola bakvas app hai bhi ola me kabhi mat kaam karo isme kuchh bhi prablm hota hai to customer care vaale pura baat nahi karte hai na hi jaldi call lagata hai aur phone bhi cat kar dete hai baar baar pura help bhi nahi karte hai very Baid app hai ola ka,1,Ola Driver,Negative
good,5,Uber Driver,Positive
very good 👍I am happy,5,Rapido Captain,Positive
"Overall I enjoy Uber as an Exec Driver however, it needs live speed cams and Speed Trap Alerts to pop over centre screen until Driver hits OK",5,Uber Driver,Positive
good app,5,Ola Driver,Positive
good,5,Rapido Captain,Positive
nice,4,Rapido Captain,Positive
so bad,1,Uber Driver,Negative
i love you ❤️❤️ my uber driver ❤️ super very very good 👍👍,5,Uber Driver,Positive
"very high commission + GST + platform fee so driver get 2-3 ruppes per km and the cost of petrol is 2 ruppes per km so its loss of time and effort, dont do it, i would prefer Uber over rapido because their commission is very less including the taxes. I started uber and getting 7-9 ruppes per km and i am happy with that.",1,Rapido Captain,Negative
Initial price almost doubled!,1,Uber Driver,Negative
third class aap not help full it's app full of scam,1,Rapido Captain,Negative
not working,4,Rapido Captain,Positive
"This rapido is a useless platform to reduce work. Even after giving information about the accident of the raider, no help was received and penalty was also imposed. Rapido's raider is worth Rs 500. Brothers, people should not reduce work in rapido. This guy takes more money from Swiggy and Zomato and gives less money to the raider. Still the raider does not get any support. It would be better to do Zomato or Swiggy than this.bekar hain koi kam na kare is aplacition main.",1,Rapido Captain,Negative
frod,1,Ola Driver,Negative
bahut badhiya,5,Rapido Captain,Positive
no option for customer support to connect via call or email. for food order I accepted order for 68+25 rs but I got only 50 same in another order I just got 35. no option to connect and discuss.,1,Ola Driver,Negative
bahut bekar hai aplication,1,Ola Driver,Negative
good,5,Uber Driver,Positive
very nice,5,Ola Driver,Positive
good app for work,4,Rapido Captain,Positive
420 దొంగ నా కొడుకు రాపిడ్ పబ్లిక్ ని మోసం చేస్తాడు ఎవరు రాపిడో ని బుక్ చేసుకోవద్దు మోసం చేస్తాడ,1,Rapido Captain,Negative
worst app after accepting apollo pharmacy order the dont have cancel option and if we call customer care also they are not responding upto 2 hours after that the didn't give cancellation amount,1,Ola Driver,Negative
low rate,5,Uber Driver,Positive
nice🤩🤩🤩,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
good,5,Ola Driver,Positive
2025 mein very very poor earning and experience,1,Rapido Captain,Negative
Vare vere Happy's,5,Uber Driver,Positive
good app,4,Rapido Captain,Positive
Great for side money!,5,Uber Driver,Positive
good,5,Uber Driver,Positive
very good earnings part time are full time,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
excellent opportunities,5,Ola Driver,Positive
rapido app is very good and safti but bike taxi close rapido company,5,Rapido Captain,Positive
very bad service and customer service,1,Rapido Captain,Negative
bast app,5,Rapido Captain,Positive
very bad,1,Uber Driver,Negative
